LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Arizona,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Arizona,Non-Hispanic White alone,2010,Percent,63
State,Arizona,Total Ages 18 and Over,2010,Percent,100
State,Alabama,Hispanic or Latino,2010,Percent,3
State,Alabama,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Alabama,Non-Hispanic Asian alone,2010,Percent,1
State,Alabama,Non-Hispanic Black alone,2010,Percent,25
State,Alabama,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Alabama,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Alabama,Non-Hispanic White alone,2010,Percent,69
State,Alabama,Total Ages 18 and Over,2010,Percent,100
Nation,United States,Hispanic or Latino,2010,Percent,14
Nation,United States,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
Nation,United States,Non-Hispanic Asian alone,2010,Percent,5
Nation,United States,Non-Hispanic Black alone,2010,Percent,12
Nation,United States,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
Nation,United States,Non-Hispanic Two or More Race Groups,2010,Percent,1
Nation,United States,Non-Hispanic White alone,2010,Percent,67
Nation,United States,Total Ages 18 and Over,2010,Percent,100
State,Alabama,Hispanic or Latino,2015,Percent,3
State,Alabama,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Alabama,Non-Hispanic Asian alone,2015,Percent,1
State,Alabama,Non-Hispanic Black alone,2015,Percent,26
State,Alabama,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Alabama,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Alabama,Non-Hispanic White alone,2015,Percent,68
State,Alabama,Total Ages 18 and Over,2015,Percent,100
State,Alaska,Hispanic or Latino,2015,Percent,6
State,Alaska,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,13
State,Alaska,Non-Hispanic Asian alone,2015,Percent,6
State,Alaska,Non-Hispanic Black alone,2015,Percent,3
State,Alaska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,1
State,Alaska,Non-Hispanic Two or More Race Groups,2015,Percent,5
State,Alaska,Non-Hispanic White alone,2015,Percent,66
State,Alaska,Total Ages 18 and Over,2015,Percent,100
State,Arizona,Hispanic or Latino,2015,Percent,27
State,Arizona,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,4
State,Arizona,Non-Hispanic Asian alone,2015,Percent,3
State,Arizona,Non-Hispanic Black alone,2015,Percent,4
State,Arizona,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Arizona,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Arizona,Non-Hispanic White alone,2015,Percent,61
State,Arizona,Total Ages 18 and Over,2015,Percent,100
State,Arkansas,Hispanic or Latino,2015,Percent,6
State,Arkansas,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Arkansas,Non-Hispanic Asian alone,2015,Percent,1
State,Arkansas,Non-Hispanic Black alone,2015,Percent,15
State,Arkansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Arkansas,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Arkansas,Non-Hispanic White alone,2015,Percent,76
State,Arkansas,Total Ages 18 and Over,2015,Percent,100
State,California,Hispanic or Latino,2015,Percent,35
State,California,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,California,Non-Hispanic Asian alone,2015,Percent,15
State,California,Non-Hispanic Black alone,2015,Percent,6
State,California,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,California,Non-Hispanic Two or More Race Groups,2015,Percent,2
State,California,Non-Hispanic White alone,2015,Percent,42
State,California,Total Ages 18 and Over,2015,Percent,100
State,Colorado,Hispanic or Latino,2015,Percent,18
State,Colorado,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Colorado,Non-Hispanic Asian alone,2015,Percent,3
State,Colorado,Non-Hispanic Black alone,2015,Percent,4
State,Colorado,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Colorado,Non-Hispanic Two or More Race Groups,2015,Percent,2
State,Colorado,Non-Hispanic White alone,2015,Percent,72
State,Colorado,Total Ages 18 and Over,2015,Percent,100
State,Connecticut,Hispanic or Latino,2015,Percent,13
State,Connecticut,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Connecticut,Non-Hispanic Asian alone,2015,Percent,4
State,Connecticut,Non-Hispanic Black alone,2015,Percent,10
State,Connecticut,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Connecticut,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Connecticut,Non-Hispanic White alone,2015,Percent,71
State,Connecticut,Total Ages 18 and Over,2015,Percent,100
Nation,United States,Hispanic or Latino,2015,Percent,15
Nation,United States,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
Nation,United States,Non-Hispanic Asian alone,2015,Percent,6
Nation,United States,Non-Hispanic Black alone,2015,Percent,12
Nation,United States,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
Nation,United States,Non-Hispanic Two or More Race Groups,2015,Percent,1
Nation,United States,Non-Hispanic White alone,2015,Percent,65
Nation,United States,Total Ages 18 and Over,2015,Percent,100
City,District of Columbia,Hispanic or Latino,2015,Percent,10
City,District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
City,District of Columbia,Non-Hispanic Asian alone,2015,Percent,4
City,District of Columbia,Non-Hispanic Black alone,2015,Percent,45
City,District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
City,District of Columbia,Non-Hispanic Two or More Race Groups,2015,Percent,2
City,District of Columbia,Non-Hispanic White alone,2015,Percent,39
City,District of Columbia,Total Ages 18 and Over,2015,Percent,100
State,Delaware,Hispanic or Latino,2015,Percent,7
State,Delaware,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Delaware,Non-Hispanic Asian alone,2015,Percent,4
State,Delaware,Non-Hispanic Black alone,2015,Percent,20
State,Delaware,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Delaware,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Delaware,Non-Hispanic White alone,2015,Percent,67
State,Delaware,Total Ages 18 and Over,2015,Percent,100
State,Florida,Hispanic or Latino,2015,Percent,23
State,Florida,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Florida,Non-Hispanic Asian alone,2015,Percent,3
State,Florida,Non-Hispanic Black alone,2015,Percent,14
State,Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Florida,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Florida,Non-Hispanic White alone,2015,Percent,58
State,Florida,Total Ages 18 and Over,2015,Percent,100
State,Georgia,Hispanic or Latino,2015,Percent,8
State,Georgia,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Georgia,Non-Hispanic Asian alone,2015,Percent,4
State,Georgia,Non-Hispanic Black alone,2015,Percent,30
State,Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Georgia,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Georgia,Non-Hispanic White alone,2015,Percent,57
State,Georgia,Total Ages 18 and Over,2015,Percent,100
State,Idaho,Hispanic or Latino,2015,Percent,10
State,Idaho,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Idaho,Non-Hispanic Asian alone,2015,Percent,1
State,Idaho,Non-Hispanic Black alone,2015,Percent,1
State,Idaho,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Idaho,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Idaho,Non-Hispanic White alone,2015,Percent,85
State,Idaho,Total Ages 18 and Over,2015,Percent,100
State,Hawaii,Hispanic or Latino,2015,Percent,8
State,Hawaii,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Hawaii,Non-Hispanic Asian alone,2015,Percent,40
State,Hawaii,Non-Hispanic Black alone,2015,Percent,2
State,Hawaii,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,9
State,Hawaii,Non-Hispanic Two or More Race Groups,2015,Percent,16
State,Hawaii,Non-Hispanic White alone,2015,Percent,25
State,Hawaii,Total Ages 18 and Over,2015,Percent,100
State,Illinois,Hispanic or Latino,2015,Percent,14
State,Illinois,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Illinois,Non-Hispanic Asian alone,2015,Percent,5
State,Illinois,Non-Hispanic Black alone,2015,Percent,14
State,Illinois,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Illinois,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Illinois,Non-Hispanic White alone,2015,Percent,65
State,Illinois,Total Ages 18 and Over,2015,Percent,100
State,Indiana,Hispanic or Latino,2015,Percent,5
State,Indiana,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Indiana,Non-Hispanic Asian alone,2015,Percent,2
State,Indiana,Non-Hispanic Black alone,2015,Percent,9
State,Indiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Indiana,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Indiana,Non-Hispanic White alone,2015,Percent,82
State,Indiana,Total Ages 18 and Over,2015,Percent,100
State,Iowa,Hispanic or Latino,2015,Percent,4
State,Iowa,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Iowa,Non-Hispanic Asian alone,2015,Percent,2
State,Iowa,Non-Hispanic Black alone,2015,Percent,3
State,Iowa,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Iowa,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Iowa,Non-Hispanic White alone,2015,Percent,89
State,Iowa,Total Ages 18 and Over,2015,Percent,100
State,Kentucky,Hispanic or Latino,2015,Percent,3
State,Kentucky,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Kentucky,Non-Hispanic Asian alone,2015,Percent,1
State,Kentucky,Non-Hispanic Black alone,2015,Percent,8
State,Kentucky,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Kentucky,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Kentucky,Non-Hispanic White alone,2015,Percent,87
State,Kentucky,Total Ages 18 and Over,2015,Percent,100
State,Kansas,Hispanic or Latino,2015,Percent,9
State,Kansas,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Kansas,Non-Hispanic Asian alone,2015,Percent,3
State,Kansas,Non-Hispanic Black alone,2015,Percent,6
State,Kansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Kansas,Non-Hispanic Two or More Race Groups,2015,Percent,2
State,Kansas,Non-Hispanic White alone,2015,Percent,80
State,Kansas,Total Ages 18 and Over,2015,Percent,100
State,Louisiana,Hispanic or Latino,2015,Percent,4
State,Louisiana,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Louisiana,Non-Hispanic Asian alone,2015,Percent,2
State,Louisiana,Non-Hispanic Black alone,2015,Percent,31
State,Louisiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Louisiana,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Louisiana,Non-Hispanic White alone,2015,Percent,62
State,Louisiana,Total Ages 18 and Over,2015,Percent,100
State,Maine,Hispanic or Latino,2015,Percent,1
State,Maine,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Maine,Non-Hispanic Asian alone,2015,Percent,1
State,Maine,Non-Hispanic Black alone,2015,Percent,1
State,Maine,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Maine,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Maine,Non-Hispanic White alone,2015,Percent,95
State,Maine,Total Ages 18 and Over,2015,Percent,100
State,Massachusetts,Hispanic or Latino,2015,Percent,10
State,Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Massachusetts,Non-Hispanic Asian alone,2015,Percent,6
State,Massachusetts,Non-Hispanic Black alone,2015,Percent,7
State,Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Massachusetts,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Massachusetts,Non-Hispanic White alone,2015,Percent,76
State,Massachusetts,Total Ages 18 and Over,2015,Percent,100
State,Maryland,Hispanic or Latino,2015,Percent,8
State,Maryland,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Maryland,Non-Hispanic Asian alone,2015,Percent,6
State,Maryland,Non-Hispanic Black alone,2015,Percent,29
State,Maryland,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Maryland,Non-Hispanic Two or More Race Groups,2015,Percent,2
State,Maryland,Non-Hispanic White alone,2015,Percent,55
State,Maryland,Total Ages 18 and Over,2015,Percent,100
State,Minnesota,Hispanic or Latino,2015,Percent,4
State,Minnesota,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Minnesota,Non-Hispanic Asian alone,2015,Percent,4
State,Minnesota,Non-Hispanic Black alone,2015,Percent,5
State,Minnesota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Minnesota,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Minnesota,Non-Hispanic White alone,2015,Percent,84
State,Minnesota,Total Ages 18 and Over,2015,Percent,100
State,Michigan,Hispanic or Latino,2015,Percent,4
State,Michigan,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Michigan,Non-Hispanic Asian alone,2015,Percent,3
State,Michigan,Non-Hispanic Black alone,2015,Percent,13
State,Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Michigan,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Michigan,Non-Hispanic White alone,2015,Percent,78
State,Michigan,Total Ages 18 and Over,2015,Percent,100
State,Mississippi,Hispanic or Latino,2015,Percent,3
State,Mississippi,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Mississippi,Non-Hispanic Asian alone,2015,Percent,1
State,Mississippi,Non-Hispanic Black alone,2015,Percent,36
State,Mississippi,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Mississippi,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Mississippi,Non-Hispanic White alone,2015,Percent,59
State,Mississippi,Total Ages 18 and Over,2015,Percent,100
State,Nebraska,Hispanic or Latino,2015,Percent,8
State,Nebraska,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Nebraska,Non-Hispanic Asian alone,2015,Percent,2
State,Nebraska,Non-Hispanic Black alone,2015,Percent,4
State,Nebraska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Nebraska,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Nebraska,Non-Hispanic White alone,2015,Percent,83
State,Nebraska,Total Ages 18 and Over,2015,Percent,100
State,Montana,Hispanic or Latino,2015,Percent,3
State,Montana,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,5
State,Montana,Non-Hispanic Asian alone,2015,Percent,1
State,Montana,Non-Hispanic Black alone,2015,Percent,0
State,Montana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Montana,Non-Hispanic Two or More Race Groups,2015,Percent,2
State,Montana,Non-Hispanic White alone,2015,Percent,89
State,Montana,Total Ages 18 and Over,2015,Percent,100
State,Missouri,Hispanic or Latino,2015,Percent,3
State,Missouri,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,0
State,Missouri,Non-Hispanic Asian alone,2015,Percent,2
State,Missouri,Non-Hispanic Black alone,2015,Percent,11
State,Missouri,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,Missouri,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,Missouri,Non-Hispanic White alone,2015,Percent,82
State,Missouri,Total Ages 18 and Over,2015,Percent,100
State,Nevada,Hispanic or Latino,2015,Percent,24
State,Nevada,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,1
State,Nevada,Non-Hispanic Asian alone,2015,Percent,9
State,Nevada,Non-Hispanic Black alone,2015,Percent,8
State,Nevada,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,1
State,Nevada,Non-Hispanic Two or More Race Groups,2015,Percent,2
State,Nevada,Non-Hispanic White alone,2015,Percent,55
State,Nevada,Total Ages 18 and Over,2015,Percent,100
State,New Mexico,Hispanic or Latino,2015,Percent,45
State,New Mexico,Non-Hispanic American Indian and Alaskan Native alone,2015,Percent,8
State,New Mexico,Non-Hispanic Asian alone,2015,Percent,2
State,New Mexico,Non-Hispanic Black alone,2015,Percent,2
State,New Mexico,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2015,Percent,0
State,New Mexico,Non-Hispanic Two or More Race Groups,2015,Percent,1
State,New Mexico,Non-Hispanic White alone,2015,Percent,42
State,New Mexico,Total Ages 18 and Over,2015,Percent,100
State,New Jersey,Hispanic or Latino,2015,Percent,18
